ID,NAME,SURNAME,SENIORITY,TRANSPORT,TIME_MINUTES
58923,Stanisław,Stojak,3,Skuter,43
58924,Cyprian,Żymełka,3,Samochód,23
58925,Kalina,Klisz,3,Pieszo,32
58926,Krystyna,Dyda,2,Hulajnoga,39
58927,Marek,Malcharek,4,Rower,9
58928,Cezary,Budrewicz,3,Pieszo,46
58929,Marika,Szumiec,3,Rower,52
58930,Robert,Boruc,4,Rower,5
58931,Bruno,Kazior,3,Pieszo,78
58932,Bianka,Kałwak,3,Skuter,81
58933,Fryderyk,Boduch,3,Pieszo,20
58934,Emil,Bartoszak,3,Hulajnoga,81
58935,Dagmara,Wesoły,1,Samochód,69
58936,Julianna,Nytko,4,Skuter,38
58937,Malwina,Helak,2,Pieszo,71
58938,Szymon,Kojder,2,Pieszo,69
58939,Inga,Tekieli,1,Rower,73
58940,Bianka,Szczap,4,Skuter,18
58941,Ada,Saczuk,3,Pieszo,54
58942,Szymon,Skomra,3,Samochód,57
58943,Gabriel,Mycek,3,Rower,72
58944,Aleks,Brejnak,4,Rower,43
58945,Nicole,Rusiniak,3,Rower,72
58946,Radosław,Rejmak,2,Skuter,37
58947,Marek,Wojtiuk,2,Rower,31
58948,Marcin,Stefanik,3,Skuter,58
58949,Stefan,Jaroch,4,Hulajnoga,66
58950,Leonard,Łasak,3,Skuter,4
58951,Anita,Ograbek,4,Skuter,13
58952,Wiktor,Anioła,1,Samochód,19
58953,Sylwia,Kaźmierczyk,2,Skuter,80
58954,Łukasz,Kordus,1,Hulajnoga,3
58955,Konstanty,Starzak,1,Samochód,28
58956,Kornel,Pazik,3,Pieszo,32
58957,Kornel,Świt,1,Pieszo,67
58958,Borys,Januchta,2,Skuter,52
58959,Nela,Dynak,3,Hulajnoga,69
58960,Norbert,Kurcz,3,Hulajnoga,4
58961,Aleks,Wyroślak,3,Pieszo,59
58962,Szymon,Kiciak,2,Rower,8
58963,Julianna,Chylak,4,Pieszo,2
58964,Aurelia,Białczyk,1,Skuter,56
58965,Rafał,Ciesielka,1,Skuter,16
58966,Piotr,Hennig,4,Rower,72
58967,Julian,Zamora,3,Rower,80
58968,Sonia,Pierzak,3,Rower,18
58969,Rafał,Kuropatwa,3,Hulajnoga,24
58970,Rafał,Machowicz,1,Samochód,17
58971,Bianka,Dzienniak,2,Rower,13
58972,Jan,Śnieg,4,Pieszo,46
58973,Bartek,Trzpil,3,Skuter,6
58974,Sylwia,Kopyto,2,Hulajnoga,20
58975,Norbert,Sot,4,Hulajnoga,37
58976,Oskar,Kwapień,4,Rower,22
58977,Marcin,Drela,3,Hulajnoga,72
58978,Kazimierz,Erdmann,4,Samochód,87
58979,Stanisław,Domżał,4,Skuter,14
58980,Mateusz,Kuska,1,Hulajnoga,80
58981,Rafał,Leoniak,3,Skuter,46
58982,Piotr,Furmankiewicz,4,Pieszo,46
58983,Marek,Hrynkiewicz,2,Hulajnoga,54
58984,Roksana,Warych,3,Pieszo,2
58985,Ada,Huszcza,4,Pieszo,41
58986,Daniel,Bas,3,Samochód,63
58987,Mateusz,Szafarz,4,Rower,22
58988,Łukasz,Karmelita,3,Skuter,2
58989,Stefan,Szela,4,Rower,47
58990,Dominik,Sobuś,1,Hulajnoga,6
58991,Dominik,Kajdan,3,Pieszo,61
58992,Miłosz,Drej,2,Pieszo,73
58993,Patryk,Kiepas,1,Samochód,86
58994,Wiktor,Szlachcic,4,Samochód,34
58995,Bruno,Kupidura,3,Samochód,72
58996,Tomasz,Dylik,1,Samochód,50
58997,Oskar,Gaudyn,3,Hulajnoga,71
58998,Sonia,Fita,1,Samochód,76
58999,Olgierd,Szaruga,4,Pieszo,53
59000,Marek,Dzwonnik,4,Samochód,58
59001,Marcin,Szymała,4,Skuter,66
59002,Norbert,Kazek,3,Hulajnoga,24
59003,Roksana,Poniedziałek,1,Hulajnoga,31
59004,Maurycy,Kukuczka,3,Hulajnoga,20
59005,Daniel,Cofała,4,Samochód,74
59006,Dariusz,Zegar,2,Skuter,22
59007,Tola,Prostak,2,Skuter,8
59008,Anna Maria,Duszczyk,3,Hulajnoga,60
59009,Liwia,Matura,4,Rower,76
59010,Aleksander,Małż,3,Skuter,39
59011,Leon,Wojczuk,2,Hulajnoga,80
59012,Bianka,Pielka,4,Samochód,60
59013,Daniel,Dziurdzia,3,Hulajnoga,66
59014,Hubert,Loba,1,Rower,10
59015,Borys,Luks,1,Rower,16
59016,Anna Maria,Żybura,4,Pieszo,46
59017,Patryk,Hołubowicz,4,Rower,20
59018,Aleksander,Wawak,1,Pieszo,23
59019,Adrianna,Kruzel,4,Samochód,10
59020,Nataniel,Cofała,3,Rower,78
59021,Jan,Chadaj,1,Samochód,28
59022,Wiktor,Botor,1,Samochód,24
59023,Tomasz,Potok,2,Hulajnoga,50
59024,Dariusz,Neubauer,4,Pieszo,50
59025,Karina,Stempel,4,Hulajnoga,37
59026,Paweł,Szajek,1,Samochód,69
59027,Leonard,Oleksik,3,Samochód,67
59028,Bianka,Postawa,4,Pieszo,12
59029,Sebastian,Pielech,4,Samochód,62
59030,Ewelina,Pastor,1,Samochód,20
59031,Gabriel,Dering,1,Skuter,63
59032,Fryderyk,Sugier,4,Rower,29
59033,Piotr,Synak,4,Skuter,45
59034,Fabian,Bronka,3,Hulajnoga,67
59035,Mariusz,Zmarzły,2,Samochód,14
59036,Marianna,Front,3,Skuter,44
59037,Tomasz,Morka,3,Samochód,56
59038,Przemysław,Trojanowicz,3,Pieszo,88
59039,Tadeusz,Sapeta,3,Hulajnoga,37
59040,Stanisław,Zubel,3,Skuter,46
59041,Sebastian,Baumgart,3,Samochód,55
59042,Kamil,Śnieg,4,Samochód,85
59043,Tymon,Czopik,2,Rower,12
59044,Tadeusz,Rej,1,Samochód,26
59045,Marika,Sulich,4,Hulajnoga,76
59046,Gabriel,Walus,1,Samochód,34
59047,Jeremi,Tarach,1,Rower,45
59048,Marek,Szkopek,4,Skuter,41
59049,Roksana,Rubaj,3,Hulajnoga,82
59050,Ignacy,Dej,2,Hulajnoga,27
59051,Nicole,Chabior,2,Hulajnoga,51
59052,Marcin,Białasik,3,Samochód,6
59053,Ewelina,Zbylut,2,Rower,58
59054,Borys,Bobak,4,Rower,71
59055,Kajetan,Sady,4,Skuter,56
59056,Norbert,Stasica,1,Rower,32
59057,Dorota,Wita,3,Pieszo,28
59058,Bartek,Grześków,4,Pieszo,47
59059,Ewelina,Wójt,2,Samochód,32
59060,Miłosz,Stelmasiak,1,Pieszo,70
59061,Gaja,Mieloch,2,Samochód,59
59062,Alex,Kwapień,1,Skuter,38
59063,Kaja,Hermanowicz,1,Hulajnoga,38
59064,Mariusz,Warchał,4,Pieszo,68
59065,Monika,Hermanowicz,1,Pieszo,10
59066,Aurelia,Kargol,4,Skuter,19
59067,Monika,Dymarczyk,4,Skuter,45
59068,Ksawery,Matyjasek,4,Pieszo,68
59069,Sylwia,Chojna,4,Hulajnoga,23
59070,Malwina,Loska,1,Samochód,31
59071,Sara,Tonder,3,Rower,24
59072,Franciszek,Rychert,1,Samochód,6
59073,Inga,Tekiela,3,Hulajnoga,65
59074,Adrianna,Bazylewicz,3,Skuter,74
59075,Klara,Supernak,2,Pieszo,78
59076,Urszula,Omiotek,4,Hulajnoga,79
59077,Monika,Merda,2,Rower,62
59078,Julita,Paprotny,2,Pieszo,15
59079,Bartek,Romejko,3,Samochód,31
59080,Kamil,Wacławczyk,1,Pieszo,55
59081,Jakub,Hutnik,1,Pieszo,32
59082,Roksana,Macek,2,Hulajnoga,84
59083,Adam,Malisz,1,Skuter,60
59084,Rozalia,Kusyk,1,Skuter,11
59085,Julian,Nogieć,4,Pieszo,78
59086,Sara,Morcinek,3,Pieszo,22
59087,Urszula,Czuj,3,Hulajnoga,28
59088,Kamila,Fal,4,Hulajnoga,15
59089,Dorota,Dulewicz,1,Rower,60
59090,Maciej,Ziemkiewicz,4,Hulajnoga,30
59091,Kajetan,Lisoń,2,Rower,16
59092,Mateusz,Dylak,1,Skuter,50
59093,Lidia,Tokaj,1,Rower,18
59094,Justyna,Frączkiewicz,3,Pieszo,86
59095,Miłosz,Kryza,2,Pieszo,6
59096,Ewa,Bok,2,Hulajnoga,32
59097,Angelika,Dębniak,1,Skuter,8
59098,Ryszard,Roczniak,2,Skuter,34
59099,Apolonia,Andryszczyk,1,Skuter,69
59100,Dariusz,Bociek,1,Rower,68
59101,Kamila,Drewnik,3,Pieszo,31
59102,Sylwia,Orman,4,Skuter,72
59103,Dominik,Budniak,1,Rower,89
59104,Ksawery,Syldatk,4,Skuter,44
59105,Sandra,Cader,3,Samochód,34
59106,Aleksander,Pachowicz,2,Skuter,66
59107,Tadeusz,Cięciwa,4,Pieszo,76
59108,Artur,Miecznik,3,Hulajnoga,59
59109,Kornel,Niewola,3,Rower,83
59110,Kamila,Pleskot,2,Pieszo,26
59111,Kornel,Teterycz,2,Skuter,53
59112,Gaja,Palus,2,Pieszo,13
59113,Sonia,Komsta,2,Hulajnoga,84
59114,Adam,Myga,3,Rower,7
59115,Marcin,Radke,4,Samochód,41
59116,Malwina,Kurzak,2,Hulajnoga,86
59117,Marika,Czerner,4,Samochód,11
59118,Kalina,Majdak,2,Pieszo,82
59119,Oskar,Kubasiewicz,3,Skuter,15
59120,Lidia,Cegła,3,Pieszo,59
59121,Dariusz,Bembenek,3,Pieszo,74
59122,Cezary,Jędrzejek,4,Hulajnoga,19
59123,Marcelina,Osojca,3,Samochód,17
59124,Iwo,Plebanek,2,Rower,52
59125,Nicole,Sarota,2,Rower,45
59126,Ewelina,Potok,3,Pieszo,27
59127,Ewa,Ficner,4,Pieszo,33
59128,Jerzy,Burkiewicz,2,Pieszo,85
59129,Justyna,Trzos,1,Samochód,51
59130,Urszula,Dzierżak,3,Rower,44
59131,Leon,Graboś,2,Skuter,65
59132,Juliusz,Stachelek,3,Rower,36
59133,Aleksander,Bobel,3,Samochód,86
59134,Monika,Senger,3,Hulajnoga,15
59135,Cezary,Dela,3,Samochód,80
59136,Ryszard,Tyczka,1,Rower,20
59137,Dawid,Stępka,2,Samochód,25
59138,Jerzy,Kustosz,2,Rower,85
59139,Cyprian,Usarek,4,Rower,4
59140,Nicole,Szóstak,3,Samochód,2
59141,Bruno,Maślankiewicz,3,Rower,40
59142,Olgierd,Czulak,1,Skuter,34
59143,Julita,Stawczyk,2,Skuter,30
59144,Emil,Bytner,2,Samochód,7
59145,Konstanty,Czura,2,Pieszo,53
59146,Angelika,Gramza,4,Rower,68
59147,Mateusz,Gmur,2,Samochód,42
59148,Hubert,Brojek,2,Hulajnoga,59
59149,Sandra,Skwira,4,Skuter,14
59150,Olgierd,Grochola,4,Pieszo,65
59151,Radosław,Łachacz,3,Skuter,10
59152,Stanisław,Raźniak,4,Hulajnoga,7
59153,Bianka,Nitek,4,Pieszo,85
59154,Monika,Kostek,2,Skuter,22
59155,Patryk,Majnusz,3,Skuter,55
59156,Eryk,Wieja,4,Pieszo,55
59157,Marcel,Skomra,1,Pieszo,47
59158,Witold,Kopyść,3,Skuter,82
59159,Tadeusz,Doktór,1,Samochód,72
59160,Nicole,Reszke,3,Hulajnoga,85
59161,Dorota,Rzeźniczak,2,Hulajnoga,2
59162,Marika,Ziajka,4,Pieszo,43
59163,Paweł,Hałat,2,Hulajnoga,25
59164,Tadeusz,Małysiak,2,Samochód,60
59165,Krystian,Węgrzyniak,1,Rower,26
59166,Miłosz,Elias,1,Hulajnoga,2
59167,Łukasz,Kryk,1,Rower,89
59168,Olgierd,Misiejuk,4,Rower,90
59169,Aniela,Kohnke,1,Rower,65
59170,Sonia,Burzawa,4,Samochód,11
59171,Ewelina,Smoter,2,Rower,32
59172,Olga,Błażejewicz,1,Skuter,20
59173,Kornel,Korab,3,Rower,13
59174,Sebastian,Oleszko,2,Rower,36
59175,Fryderyk,Majtyka,2,Rower,65
59176,Nataniel,Małż,3,Skuter,52
59177,Blanka,Swaczyna,4,Rower,31
59178,Justyna,Swacha,4,Samochód,84
59179,Tadeusz,Glanc,4,Samochód,8
59180,Andrzej,Leśko,1,Samochód,70
59181,Jerzy,Sierota,3,Pieszo,1
59182,Cezary,Janasz,3,Pieszo,25
59183,Mieszko,Szczepaniuk,3,Samochód,84
59184,Julianna,Jargieło,3,Pieszo,25
59185,Monika,Greszta,1,Rower,35
59186,Tomasz,Franik,1,Hulajnoga,38
59187,Stanisław,Siatka,3,Samochód,20
59188,Natasza,Heller,3,Rower,85
59189,Konrad,Siewert,4,Hulajnoga,43
59190,Bianka,Drabczyk,3,Rower,27
59191,Kamila,Kulis,2,Pieszo,23
59192,Fryderyk,Wojtyś,2,Hulajnoga,60
59193,Liwia,Poczta,1,Samochód,55
59194,Róża,Mostek,4,Rower,51
59195,Wojciech,Uliasz,3,Pieszo,62
59196,Marcin,Sypek,2,Rower,17
59197,Ewelina,Smutek,3,Skuter,32
59198,Aniela,Burzawa,4,Rower,3
59199,Tadeusz,Cybul,4,Rower,51
59200,Nikodem,Janasz,4,Rower,7
59201,Justyna,Midura,2,Skuter,44
59202,Kamila,Kott,3,Skuter,22
59203,Sonia,Wawryniuk,3,Samochód,74
59204,Maurycy,Tomaszuk,3,Pieszo,17
59205,Aleksander,Hutyra,2,Pieszo,15
59206,Gustaw,Lichoń,4,Skuter,75
59207,Róża,Rusiniak,1,Skuter,22
59208,Robert,Teper,2,Pieszo,38
59209,Robert,Piegza,2,Rower,18
59210,Natan,Lenarcik,1,Samochód,18
59211,Kamil,Panasewicz,1,Rower,33
59212,Tomasz,Golczyk,4,Rower,80
59213,Tola,Klyszcz,3,Skuter,62
59214,Wiktor,Potoczna,1,Skuter,51
59215,Gaja,Bogusiewicz,4,Hulajnoga,88
59216,Filip,Siedlaczek,3,Hulajnoga,49
59217,Eryk,Cholewka,2,Samochód,58
59218,Łukasz,Jaje,2,Samochód,84
59219,Rozalia,Łyczak,3,Rower,7
59220,Hubert,Bartman,4,Rower,4
59221,Ida,Galuba,3,Rower,72
59222,Blanka,Wojtiuk,1,Pieszo,67
59223,Rafał,Staręga,4,Hulajnoga,37
59224,Dorota,Beck,3,Rower,19
59225,Jacek,Wardziak,2,Hulajnoga,41
59226,Klara,Rok,2,Hulajnoga,86
59227,Wojciech,Gabryel,2,Samochód,29
59228,Monika,Wincenciak,1,Hulajnoga,40
59229,Tymon,Kiljan,2,Samochód,50
59230,Kaja,Panasiewicz,4,Hulajnoga,64
59231,Arkadiusz,Kucharzyk,4,Pieszo,83
59232,Justyna,Wiszowata,4,Rower,82
59233,Kamila,Noszczyk,1,Samochód,13
59234,Malwina,Pitura,2,Pieszo,42
59235,Gaja,Łęgowik,1,Hulajnoga,19
59236,Sebastian,Ślipek,2,Skuter,19
59237,Karina,Gumienny,3,Samochód,57
59238,Cezary,Darul,4,Skuter,90
59239,Artur,Paw,3,Skuter,19
59240,Iwo,Broszkiewicz,3,Pieszo,65
59241,Jacek,Pacia,4,Rower,63
59242,Igor,Starościak,2,Samochód,13
59243,Róża,Janka,4,Samochód,0
59244,Szymon,Kiszczak,4,Skuter,65
59245,Klara,Drążyk,4,Hulajnoga,49
59246,Fryderyk,Halik,1,Skuter,66
59247,Bruno,Droździel,3,Hulajnoga,60
59248,Jan,Michniak,3,Pieszo,23
59249,Apolonia,Wypiór,2,Skuter,13
59250,Tadeusz,Płocharczyk,2,Rower,12
59251,Hubert,Eckert,1,Samochód,51
59252,Krystyna,Bogusiewicz,3,Pieszo,75
59253,Kacper,Łuksza,2,Hulajnoga,76
59254,Blanka,Marciniszyn,2,Hulajnoga,4
59255,Aniela,Lica,4,Samochód,69
59256,Rafał,Gęca,2,Skuter,68
59257,Konrad,Heba,1,Rower,13
59258,Alan,Damian,4,Hulajnoga,67
59259,Maurycy,Żakiewicz,3,Hulajnoga,14
59260,Andrzej,Kapcia,3,Hulajnoga,21
59261,Kamil,Grębowiec,3,Skuter,48
59262,Kornel,Rudyk,3,Pieszo,12
59263,Inga,Rutowicz,2,Rower,86
59264,Patryk,Malon,1,Samochód,24
59265,Sylwia,Pawliszyn,2,Pieszo,0
59266,Fryderyk,Smorąg,2,Skuter,3
59267,Nicole,Betlej,2,Skuter,87
59268,Dawid,Korzekwa,4,Skuter,69
59269,Mieszko,Baum,4,Skuter,14
59270,Tymon,Posłuszna,3,Skuter,51
59271,Krystian,Bittner,4,Hulajnoga,31
59272,Rafał,Staniczek,1,Pieszo,46
59273,Gustaw,Szlachcic,1,Pieszo,24
59274,Tymon,Twardy,4,Rower,46
59275,Kazimierz,Martyn,3,Samochód,1
59276,Wojciech,Skubała,3,Pieszo,26
59277,Fabian,Słomian,1,Samochód,43
59278,Oskar,Kuncewicz,3,Pieszo,12
59279,Józef,Ligas,4,Rower,51
59280,Dorota,Ragus,2,Rower,14
59281,Róża,Hejna,3,Pieszo,27
59282,Józef,Ludwin,1,Samochód,73
59283,Damian,Piechna,3,Samochód,51
59284,Paweł,Brzykcy,4,Pieszo,72
59285,Ernest,Świerkot,2,Pieszo,71
59286,Nicole,Supeł,2,Skuter,86
59287,Tymon,Bródka,4,Rower,1
59288,Klara,Boś,3,Samochód,24
59289,Tymon,Patoka,2,Hulajnoga,6
59290,Marcelina,Janduła,2,Hulajnoga,17
59291,Antoni,Wardzała,3,Rower,14
59292,Emil,Karpeta,1,Skuter,33
59293,Jakub,Klinkosz,1,Rower,8
59294,Kamila,Drewicz,1,Samochód,54
59295,Blanka,Sobel,3,Rower,77
59296,Adrian,Bogusiewicz,4,Samochód,23
59297,Konstanty,Kominiak,1,Skuter,36
59298,Monika,Pielech,2,Pieszo,67
59299,Angelika,Leśny,2,Hulajnoga,51
59300,Bartek,Biesaga,1,Pieszo,90
59301,Ernest,Rycerz,1,Skuter,64
59302,Nataniel,Wardzała,4,Hulajnoga,57
59303,Aleksander,Gortat,2,Pieszo,82
59304,Liwia,Feluś,1,Skuter,34
59305,Leon,Wyskiel,1,Skuter,25
59306,Tola,Serzysko,4,Pieszo,5
59307,Apolonia,Golisz,4,Pieszo,65
59308,Olgierd,Członka,3,Pieszo,83
59309,Sandra,Sadłocha,1,Pieszo,26
59310,Nicole,Kołak,3,Samochód,83
59311,Ksawery,Chojna,2,Rower,9
59312,Leon,Gleba,2,Skuter,20
59313,Fabian,Szatanik,3,Rower,55
59314,Józef,Bielas,2,Pieszo,8
59315,Kamila,Marcińczyk,3,Hulajnoga,61
59316,Justyna,Koczy,3,Rower,56
59317,Nikodem,Kasper,1,Samochód,17
59318,Krzysztof,Herbut,2,Samochód,67
59319,Mikołaj,Kosno,1,Skuter,35
59320,Karol,Półchłopek,1,Pieszo,17
59321,Antoni,Bereś,4,Pieszo,1
59322,Ada,Dawidek,1,Hulajnoga,68
59323,Sebastian,Ochwat,1,Rower,39
59324,Igor,Zysk,2,Samochód,9
59325,Olga,Durys,2,Samochód,76
59326,Anna Maria,Piłka,2,Skuter,6
59327,Bruno,Osada,1,Skuter,24
59328,Apolonia,Tecław,1,Hulajnoga,56
59329,Justyna,Plebanek,3,Pieszo,82
59330,Olgierd,Dzidek,4,Samochód,84
59331,Rozalia,Pęciak,2,Pieszo,61
59332,Eliza,Samul,1,Skuter,24
59333,Eryk,Nytko,3,Samochód,11
59334,Dagmara,Kowaluk,4,Pieszo,81
59335,Roksana,Herda,4,Samochód,18
59336,Dagmara,Rompa,3,Hulajnoga,51
59337,Blanka,Galek,4,Skuter,57
59338,Cyprian,Orpel,3,Hulajnoga,50
59339,Józef,Maciocha,2,Samochód,16
59340,Maks,Ślebioda,3,Pieszo,50
59341,Cezary,Para,3,Hulajnoga,27
59342,Eliza,Fugiel,4,Samochód,73
59343,Sebastian,Kiljan,1,Skuter,65
59344,Nikodem,Misiurek,3,Pieszo,84
59345,Malwina,Waszczyk,1,Skuter,48
59346,Adrianna,Szyjka,1,Pieszo,65
59347,Eryk,Furgał,3,Skuter,24
59348,Aurelia,Królczyk,2,Skuter,1
59349,Błażej,Boduch,1,Rower,25
59350,Maks,Fitrzyk,2,Rower,87
59351,Maurycy,Nędzi,4,Samochód,65
59352,Mikołaj,Smela,4,Pieszo,8
59353,Mateusz,Pierchała,4,Pieszo,19
59354,Alex,Sztuczka,1,Skuter,90
59355,Alex,Rajtar,4,Pieszo,70
59356,Tymoteusz,Zaguła,3,Rower,77
59357,Marcin,Gierasimiuk,2,Hulajnoga,74
59358,Leonard,Stawinoga,2,Samochód,63
59359,Angelika,Mikiciuk,4,Samochód,6
59360,Grzegorz,Lang,3,Rower,85
59361,Grzegorz,Utrata,4,Pieszo,87
59362,Janina,Sanetra,1,Samochód,41
59363,Damian,Dela,3,Rower,20
59364,Elżbieta,Matyszczak,3,Rower,82
59365,Agnieszka,Sojda,3,Rower,66
59366,Sonia,Tomalik,4,Hulajnoga,72
59367,Filip,Buś,4,Rower,2
59368,Szymon,Szklarek,4,Rower,22
59369,Elżbieta,Cymbała,3,Hulajnoga,42
59370,Jeremi,Maron,3,Hulajnoga,70
59371,Albert,Śmieja,2,Samochód,86
59372,Blanka,Grygo,3,Rower,6
59373,Dagmara,Karpiak,4,Rower,30
59374,Andrzej,Tomaszkiewicz,4,Rower,78
59375,Apolonia,Szwiec,1,Rower,59
59376,Natasza,Żbik,3,Samochód,23
59377,Ksawery,Oskroba,2,Rower,70
59378,Klara,Megger,4,Skuter,45
59379,Eliza,Ciarka,1,Samochód,36
59380,Dariusz,Bieszke,1,Pieszo,68
59381,Damian,Kalka,1,Samochód,18
59382,Ewelina,Kościesza,2,Hulajnoga,41
59383,Anita,Dułak,3,Pieszo,46
59384,Natasza,Skałka,1,Skuter,45
59385,Roksana,Pieczyrak,4,Pieszo,15
59386,Patryk,Różewicz,4,Hulajnoga,79
59387,Olgierd,Steuer,4,Hulajnoga,89
59388,Bartek,Machowicz,2,Samochód,32
59389,Dorota,Słoboda,4,Samochód,38
59390,Józef,Pajek,3,Samochód,72
59391,Oliwier,Świt,2,Pieszo,35
59392,Bruno,Wawrzynowicz,1,Samochód,36
59393,Jakub,Sprycha,2,Skuter,27
59394,Inga,Łapacz,4,Skuter,33
59395,Jeremi,Zacharewicz,2,Samochód,70
59396,Gaja,Fiutak,3,Rower,83
59397,Paweł,Ziarnik,2,Rower,67
59398,Jeremi,Ambrozik,3,Pieszo,30
59399,Wiktor,Zawartka,4,Hulajnoga,46
59400,Olgierd,Wosiak,1,Hulajnoga,74
59401,Marcelina,Maruszczyk,1,Hulajnoga,71
59402,Miłosz,Świerad,4,Samochód,6
59403,Monika,Samol,4,Hulajnoga,5
59404,Cezary,Pałgan,1,Hulajnoga,69
59405,Jerzy,Szymała,3,Pieszo,57
59406,Marcin,Krzysiek,4,Rower,33
59407,Stefan,Kunert,1,Hulajnoga,18
59408,Oliwier,Eckert,1,Samochód,53
59409,Piotr,Krzyżostaniak,3,Hulajnoga,31
59410,Sara,Owczarczak,1,Samochód,71
59411,Anita,Płoskonka,2,Samochód,19
59412,Sara,Kurtyka,2,Hulajnoga,56
59413,Dariusz,Mućka,2,Skuter,81
59414,Witold,Gumienny,3,Rower,19
59415,Janina,Bochnia,4,Hulajnoga,58
59416,Sonia,Pich,1,Hulajnoga,56
59417,Miłosz,Polewka,4,Hulajnoga,87
59418,Marcelina,Drgas,1,Hulajnoga,54
59419,Bartek,Makar,2,Hulajnoga,47
59420,Klara,Smagacz,4,Skuter,14
59421,Maksymilian,Ruman,1,Pieszo,61
59422,Roksana,Panuś,1,Skuter,57
59423,Aleks,Jarosiewicz,2,Hulajnoga,20
59424,Tola,Nicewicz,3,Samochód,17
59425,Witold,Piaseczna,4,Skuter,82
59426,Anna Maria,Wykręt,4,Skuter,44
59427,Ewa,Giedrojć,4,Skuter,47
59428,Fryderyk,Kroll,4,Pieszo,81
59429,Iwo,Elwart,2,Samochód,21
59430,Maksymilian,Obuchowicz,3,Pieszo,41
59431,Rafał,Hajduga,1,Rower,37
59432,Bianka,Greszta,2,Hulajnoga,45
59433,Klara,Kut,2,Skuter,55
59434,Gabriel,Koperek,1,Skuter,49
59435,Jerzy,Maleszka,3,Skuter,3
59436,Tymoteusz,Januchta,4,Skuter,80
59437,Paweł,Drewniok,4,Skuter,55
59438,Oliwier,Karkut,2,Hulajnoga,7
59439,Nikodem,Wota,4,Skuter,41
59440,Liwia,Bak,1,Hulajnoga,43
59441,Melania,Fronia,3,Samochód,42
59442,Miłosz,Siembab,2,Skuter,17
59443,Ada,Kujda,1,Hulajnoga,65
59444,Oskar,Wrześniak,1,Hulajnoga,76
59445,Patryk,Rezler,4,Samochód,80
59446,Malwina,Potoczek,1,Skuter,3
59447,Mateusz,Ogrodowicz,2,Skuter,81
59448,Stefan,Fijak,4,Samochód,21
59449,Maks,Taczała,3,Skuter,45
59450,Melania,Jaśkowiec,3,Samochód,66
59451,Anita,Doktor,4,Rower,14
59452,Leonard,Słupik,1,Rower,71
59453,Paweł,Łusiak,1,Pieszo,53
59454,Tadeusz,Prokurat,4,Hulajnoga,57
59455,Elżbieta,Stanisławek,1,Rower,21
59456,Franciszek,Gogola,4,Skuter,50
59457,Natan,Ruman,1,Skuter,13
59458,Juliusz,Strojna,3,Skuter,33
59459,Juliusz,Herba,4,Samochód,13
59460,Grzegorz,Piekart,1,Pieszo,21
59461,Antoni,Fita,4,Skuter,71
59462,Kalina,Bona,4,Skuter,67
59463,Anna Maria,Kuk,3,Pieszo,27
59464,Franciszek,Doktor,4,Pieszo,48
59465,Maks,Woszczak,1,Hulajnoga,85
59466,Melania,Szałas,4,Rower,16
59467,Ada,Rogal,4,Samochód,71
59468,Tola,Pałac,3,Skuter,0
59469,Piotr,Han,2,Skuter,80
59470,Leon,Litewka,2,Hulajnoga,36
59471,Andrzej,Swiątek,4,Pieszo,22
59472,Grzegorz,Maćków,4,Samochód,77
59473,Norbert,Parzonka,3,Samochód,9
59474,Malwina,Henke,1,Pieszo,65
59475,Kacper,Bulanda,4,Pieszo,41
59476,Tadeusz,Bubel,1,Hulajnoga,57
59477,Blanka,Słaba,3,Pieszo,38
59478,Natasza,Dulik,1,Rower,18
59479,Tola,Dybał,4,Hulajnoga,40
59480,Eliza,Przeklasa,1,Rower,48
59481,Inga,Drobot,4,Skuter,76
59482,Kacper,Bakun,4,Pieszo,86
59483,Mariusz,Turlej,1,Skuter,53
59484,Krystyna,Hennig,1,Samochód,63
59485,Piotr,Golan,3,Pieszo,64
59486,Marika,Gajowiak,3,Skuter,53
59487,Eryk,Krzyszczak,4,Rower,52
59488,Ryszard,Ochnik,1,Pieszo,12
59489,Mikołaj,Karpeta,3,Samochód,4
59490,Cezary,Kajdan,3,Rower,76
59491,Kornel,Proć,1,Pieszo,59
59492,Ksawery,Kulczak,4,Samochód,38
59493,Angelika,Kurpanik,4,Rower,78
59494,Juliusz,Polaszek,4,Skuter,32
59495,Arkadiusz,Podgórny,2,Pieszo,34
59496,Kamila,Zacharewicz,3,Hulajnoga,32
59497,Daniel,Kupaj,3,Rower,4
59498,Kornelia,Rozumek,1,Hulajnoga,50
59499,Leon,Cich,2,Samochód,88
59500,Witold,Żelazo,4,Rower,38
59501,Kajetan,Brejnak,4,Skuter,15
59502,Tymon,Żok,1,Samochód,10
59503,Sylwia,Gajdzik,4,Pieszo,64
59504,Tymon,Baum,4,Skuter,41
59505,Radosław,Przybycień,1,Skuter,11
59506,Mateusz,Trochimiuk,1,Skuter,67
59507,Miłosz,Giec,3,Pieszo,34
59508,Przemysław,Folga,1,Pieszo,69
59509,Paweł,Kapinos,4,Samochód,56
59510,Leonard,Ćmiel,4,Samochód,21
59511,Ewelina,Pronobis,1,Pieszo,7
59512,Fabian,Gosz,4,Skuter,4
59513,Tymoteusz,Gabryszak,3,Samochód,4
59514,Witold,Kuban,1,Rower,18
59515,Dawid,Kiliszek,1,Rower,10
59516,Nikodem,Borysiak,3,Skuter,26
